Ticker,Name,Market Cap,Price
"DTST","Data Storage Corp",746814018.58,5.81
"MUDS","Mudrick Capital Acquisition Corp II - Class A",742159687.5,13.41
"CAPL","CrossAmerica Partners LP",741589915.44,19.58
"TWCT","TWC Tech Holdings II Corp - Class A",741000000,9.88
"ETAC","E.Merge Technology Acquisition Corp - Class A",740664000,9.72
"SENS","Senseonics Holdings Inc",740651203.32,1.96
"CNSL","Consolidated Communications Holdings Inc",739846736.75,9.25
"GCI","Gannett Co Inc",739610292,5.19
"UBA","Urstadt Biddle Properties Inc - Class A",739534488.45,18.35
"FFIC","Flushing Financial Corp",739509550.86,23.89
"SPTN","SpartanNash Company",738612440.72,20.44
"CGBD","TCG BDC Inc",738308125.1,13.51
"BZH","Beazer Homes USA Inc",737289914.84,23.56
"FANH","Fanhua Inc",736152817.932,13.41
"TCRR","Tcr2 Therapeutics Inc",734908468.8,19.27
"FVIV","Fortress Value Acquisition Corp IV - Class A",734250000,9.79
"AVAN","Avanti Acquisition Corp - Class A",732750000,9.77
"HEXO","HEXO Corp",732141772.59,6.03
"AUS-U","Austerlitz Acquisition Corp I - Units (1 Ord Share Class A & 1/4 War)",731428577.28,10.24
"TMST","TimkenSteel Corp",725756176.4,15.88
"AGEN","Agenus Inc",725157689.34,3.26
"HTBK","Heritage Commerce Corp",721233972,12
"ATEN","A10 Networks Inc",719993598.1,9.31
"AKYA","Akoya Biosciences Inc",719854068.48,20.17
"LAND","Gladstone Land Corp",719843521.56,24.52
"EM","Smart Share Global Ltd",718964567.4,6.2
"LGACU","Lazard Growth Acquisition Corp I - Units (1 Ord Class A & 1/5 War)",718750000,10
"ATHA","Athira Pharma Inc",718279024.05,19.35
"XENE","Xenon Pharmaceuticals Inc",718155384.13,17.53
"SKYT","SkyWater Technology Inc",713526913.44,19.36
"CASA","Casa Systems Inc",713302228.8,8.4
"VOR","Vor Biopharma Inc",711070771.95,19.15
"RBAC","RedBall Acquisition Corp - Class A",709406250,9.87
"ECOM","ChannelAdvisor Corp",709128520.2,23.85
"FF","Futurefuel Corp",708640536.6,16.2
"KDNY","Chinook Therapeutics Inc",708550663.04,16.72
"AGC","Altimeter Growth Corp - Class A",707500000,11.32
"LGAC","Lazard Growth Acquisition Corp I",707250000,9.84
"AUS","Austerlitz Acquisition Corp I - Class A",706428577.08,9.89
"MITK","Mitek Systems Inc",705648585.95,16.39
"CMRX","Chimerix Inc",705209350.16,8.18
"VINP","Vinci Partners Investments Ltd - Class A",705159355.32,12.39
"BPYU","Brookfield Property REIT Inc - Class A",704420796.2,18.37
"GOAC","GO Acquisition Corp - Class A",703656250,9.79
"HLIT","Harmonic Inc",701546438.02,6.94
"FOSL","Fossil Group Inc",701263851.52,13.61
"SCOA","ScION Tech Growth I - Class A",699343750,9.73
"ALDX","Aldeyra Therapeutics Inc",697337556.3,12.1
"ABST","Absolute Software Corporation",695947574.3,14.06
"UEC","Uranium Energy Corp",694794795.12,3.24
"FLNG","Flex Lng Ltd",692175985.08,12.84
"IMTX","Immatics N.V",691994787,11
"DBVT","DBV Technologies",691103522.46,6.43
"CCXI","ChemoCentryx Inc",689823237.41,9.89
"TRMD","Torm Plc - Class A",688674546.8,9.2
"BBDC","Barings BDC Inc",685818892.5,10.5
"SRG","Seritage Growth Properties - Class A",685458349.1,16.03
"VFF","Village Farms International Inc",684441740.13,8.43
"KPTI","Karyopharm Therapeutics Inc",683342359.7,9.1
"LCY","Landcadia Holdings III Inc - Class A",682500000,10.92
"ATRS","Antares Pharma Inc",681944994.64,4.04
"GAN","GAN Ltd",681937808.91,16.23
"HZAC","Horizon Acquisition Corp - Class A",681340370.82,10.02
"LL","Lumber Liquidators Holdings Inc",680070698.34,23.43
"FPAC","Far Peak Acquisition Corp - Class A",680062500,9.75
"OSUR","Orasure Technologies Inc",679302853.12,9.44
"YZCAY","Yanzhou Coal Mining Company Ltd",676758906.25,12.95
"FTCI","FTC Solar Inc",676206032.96,8.23
"BOLT","Bolt Biotherapeutics Inc",674609362.98,18.57
"ARDX","Ardelyx Inc",674183754.04,6.83
"GRSV","Gores Holdings V Inc - Class A",673312500,10.26
"VSTA","Vasta Platform Ltd Class A",673223954.35,8.11
"ORTX","Orchard Therapeutics plc",672902627.84,5.44
"BW","Babcock & Wilcox Enterprises Inc",672536702.76,7.86
"SOHU","Sohu.com Ltd",672531186.53,17.11
"CLAR","Clarus Corp",672002324.26,21.46
"ZIOP","Ziopharm Oncology Inc",671907781.99,3.13
"MCF","Contango Oil & Gas Company",671468565.41,4.21
"CPAC","Cementos Pacasmayo S.A.A.",671407623.216,7.92
"WTTR","Select Energy Services Inc - Class A",670261469.92,6.44
"CARA","Cara Therapeutics Inc",669695907.18,13.38
"TCS","Container Store Group Inc",669479127.72,13.26
"OSW","OneSpaWorld Holdings Ltd",669257408.1,10.95
"QIWI","QIWI plc",666638924.25,10.97
"SQNS","Sequans Communications S.A",665652427.3,4.97
"SPNE","SeaSpine Holdings Corp",663553270.83,20.01
"GOSS","Gossamer Bio Inc",663450847.92,8.74
"AMBC","AMBAC Financial Group Inc",663390399.08,14.36
"CLLS","Cellectis",662665081.14,15.55
"LMACU","Liberty Media Acquisition Corp - Units (1 Ord Share Ser A & 1/5 War)",659375000,10.55
"CGEN","Compugen Ltd",659365745.28,7.88
"HZON","Horizon Acquisition Corp II - Class A",658218750,10.03
"SFT","Shift Technologies Inc - Class A",655889028.6,7.8
"HAFC","Hanmi Financial Corp",655637916.24,21.36
"TGB","Taseko Mines Ltd",654506855.68,2.47
"STRL","Sterling Construction Company Inc",654229351.41,22.87
"THR","Thermon Group Holdings Inc",653986100.8,19.7
"IDYA","Ideaya Biosciences Inc",653513954.4,19.86
"RYI","Ryerson Holding Corp",652529114.24,16.96
"CYD","China Yuchai International",652506891.3,15.96
"LOCO","El Pollo Loco Holdings Inc",648569576.62,17.78
"HARP","Harpoon Therapeutics Inc",648524591.94,19.94
"PYR","PyroGenesis Canada Inc",645651000,4.05
"GNK","Genco Shipping & Trading Ltd",645032328.48,15.39
"PDFS","PDF Solutions Inc",643685995.68,17.43
"AMSWA","American Software Inc - Class A",642383647,19.64
"LBC","Luther Burbank Corp",641184199.16,12.28
"INBX","Inhibrx Inc",640577858.08,16.97
"SRLP","Sprague Resources LP",639920622,24.4
"SVA","Sinovac Biotech Ltd",639903982.21,6.47
"TPCO","Tribune Publishing Company",638663707.36,17.32
"LMACA","Liberty Media Acquisition Corp - Series A",637812500,10.205
"TREB","Trebia Acquisition Corp - Class A",637171875,9.85
"VGAC","VG Acquisition Corp - Class A",633780437.5,9.97
"GLT","Glatfelter Corporation",632991609.92,14.24
"CONN","Conns Inc",632028166,21.56
"PHVS","Pharvaris NV",631749013.2,20.7
"CLDT","Chatham Lodging Trust",631060575.64,12.98
"ISEE","IVERIC bio Inc",630883260.84,6.99
"SXC","SunCoke Energy Inc",630631850,7.6
"MSDAU","MSD Acquisition Corp - Units (1 Ord Share Class A & 1/5 War)",630000000,10.08
"TMDX","Transmedics Group Inc",628167190.38,22.74
"KDMN","Kadmon Holdings Inc",627704603.6,3.65
"CMO","Capstead Mortgage Corp",627574456.8,6.48
"WPCB-U","Warburg Pincus Capital Corp I B - Units (1 Ord Class A & 1/5 War)",626875000,10.03
"RIGL","Rigel Pharmaceuticals",626204745.44,3.68
"CRNX","Crinetics Pharmaceuticals Inc",625929627.15,16.65
"HIIIU","Hudson Executive Investment Corp III - Units (1 Ord Share Class A & 1/5 War)",625625000,10.01
"SLAMU","Slam Corp - Units (1 Ord Share Class A & 1/4 War)",625625000,10.01
"LGV-U","Longview Acquisition Corp II - Units (1 Ord Share Class A & 1/5 War)",625625000,10.01
"CURO","CURO Group Holdings Corp",625319669.36,15.02
"APGB-U","Apollo Strategic Growth Capital II - Units (1 Ord Share Class A & 1/5 War)",625000000,10
"MUX","McEwen Mining Inc",624494851.76,1.36
"WIFI","Boingo Wireless Inc",623829079.4,13.94
"MIT-U","Mason Industrial Technology Inc - Units (1 Ord Share Class A & 1/3 War)",623750000,9.98
"EOSE","Eos Energy Enterprises Inc - Class A",623169145.77,12.03
"PNTM-U","Pontem Corp - Units (1 Ord Share Class A & 1/3 War)",622500000,9.96
"KNOP","KNOT Offshore Partners LP",622495549.76,19.04
"EGLX","Enthusiast Gaming Holdings Inc",622240717.33,5.93
"DGII","Digi International Inc",620698371.84,18.24
"NVGS","Navigator Holdings Ltd",620234014.84,11.11
"LCAHU","Landcadia Holdings IV Inc - Units (1 Ord Share Class A & 1/4 War)",619912500,9.9186
"LXFR","Luxfer Holdings PLC",619783859.16,22.28
"MCS","Marcus Corp",619656326.52,19.74
"DMS","Digital Media Solutions Inc - Class A",619539544.4,10.61
"WPCB","Warburg Pincus Capital Corp I B - Class A",619375000,9.91
"VERU","Veru Inc",619141214.58,7.77
"CCV","Churchill Capital Corp V - Class A",618750000,9.9
"ACIC","Atlas Crest Investment Corp - Class A",617500000,9.88
"CFIV","CF Acquisition Corp IV - Class A",615950000,9.7
"EVLO","Evelo Biosciences Inc",615934598.28,11.54
"KOPN","Kopin Corp",615260044.02,6.74
"LEAP","Ribbit LEAP Ltd - Class A",614887550,10.51
"ZEPP","Zepp Health Corporation",614731738.0725,9.83
"TPGY","TPG Pace Beneficial Finance Corp - Class A",613812500,14.03
"CLVS","Clovis Oncology Inc",613796420.86,5.87
"APGB","Apollo Strategic Growth Capital II - Class A",613750000,9.82
"XXII","22nd Century Group Inc",612825535.26,4.02
"HIII","Hudson Executive Investment Corp III - Class A",612500000,9.8
"BTCM","BIT Mining Ltd",612071846.593,13.2
"LXRX","Lexicon Pharmaceuticals Inc",610760389.77,4.23
"LGV","Longview Acquisition Corp II - Class A",610625000,9.77
"CO","Global Cord Blood Corp",607755375,5.19
"TWI","Titan International Inc",607689005.7,9.86
"CCRN","Cross Country Healthcares Inc",607596598.77,16.13
"BLX","Banco Latinoamericano De Comercio Exterior SA - Class E",607072482,15.3
"UPC","Universe Pharmaceuticals INC",606163426.77,3.19
"MIT","Mason Industrial Technology Inc - Class A",605625000,9.69
"DX","Dynex Capital Inc",604930756.71,19.59
"CPLG","CorePoint Lodging Inc",604547476.09,10.33
"CMLF","CM Life Sciences Inc - Class A",603246875,10.9
"ACRE","Ares Commercial Real Estate Corp",602656680.48,14.88
"IKNA","Ikena Oncology Inc",602176575.11,17.41
"MGI","Moneygram International Inc",600742646.14,7.54
"CELJF","Cellcom Israel Ltd",600642388.35,3.58
"TDW","Tidewater Inc - New",600513022.2,14.7
"HESM","Hess Midstream LP - Class A",600170855.49,23.97
"BIOX","Bioceres Crop Solutions Corp",599901963.78,15.78
"FNCH","Finch Therapeutics Group Inc",597558134.04,13.02
"CMTL","Comtech Telecommunications Corp",597007867.61,23.87
"SCR","Score Media and Gaming Inc - Class A - Class A (Sub Voting)",594751207.52,13.69
"LOTZ","CarLotz Inc - Class A",594494413.8,5.23
"ALLT","Allot Ltd",593543752.45,16.775
"ALPP","Alpine 4 Holdings Inc - Class A",592402511.9,3.7
"CTT","CatchMark Timber Trust Inc - Class A",590757070.48,12.08
"ZEV","Lightning eMotors Inc",589770810.5,7.25
"OG","Onion Global Ltd",589757374.8,6.38
"XENT","Intersect ENT Inc",588576576.48,17.76
"ESPR","Esperion Therapeutics Inc",588369836.58,20.87
"QTT","Qutoutiao Inc",587815638.88,1.96
"SMTS","Sierra Metals Inc",587746096.33,3.61
"AUD","Audacy Inc - Class A",586918766.72,4.16
"AVD","American Vanguard Corp",585124189.78,18.98
"MGTX","MeiraGTx Holdings plc",584966184.33,13.21
"IPOD","Social Capital Hedosophia Holdings Corp IV - Class A",584200000,10.16
"TLMD","SOC Telemed Inc - Class A",581174486.6,7.57
"AGCB","Altimeter Growth Corp 2 - Class A",579937500,10.31
"SEAH","Sports Entertainment Acquisition Corp - Class A",579375000,10.3
"VACC","Vaccitech plc",579093865,17
"VYGG","Vy Global Growth - Class A",576725000,10.03
"PACE","TPG Pace Tech Opportunities Corp - Class A",576562500,10.25
"REV","Revlon Inc - Class A",574443635.28,10.74
"GFN","General Finance Corporation",573368430.96,18.96
"ICPT","Intercept Pharmaceuticals Inc",572239886.82,17.26
"VRS","Verso Corp - Class A",572034482.4,17.52
"MPX","Marine Products Corp",571777145.7,16.82
"IVA","Inventiva",569796349.75,14.75
"SNR","New Senior Investment Group Inc",569136435.21,6.79
"CPRX","Catalyst Pharmaceuticals Inc",567468821.16,5.49
"PLYM","Plymouth Industrial Reit Inc",566924910.32,19.28
"TLIS","Talis Biomedical Corp",565558012.63,10.19
"WNDW","SolarWindow Technologies Inc",565481973.37,10.25
"EBF","Ennis Inc",565397131.44,21.66
"AWH","Aspira Women`s Health Inc",565287271.12,5.06
"KVSC","Khosla Ventures Acquisition Co III - Class A",561874000,9.98
"DLTH","Duluth Holdings Inc - Class B",561811441.77,17.07
"FLIC","First Of Long Island Corp",561306671.6,23.6
"EBON","Ebang International Holdings Inc - Class A",559364364.37,3.01
"VERI","Veritone Inc",558561339.71,17.09
"OPRT","Oportun Financial Corp",558479103.4,19.96
"INSW","International Seaways Inc",558369778.68,19.88
"PROS","Prosight Global Inc",557310692.68,12.73
"KE","Kimball Electronics Inc",554795466.03,22.23
"HMLP","Hoegh LNG Partners LP",554585509.35,16.65
"HAAC","Health Assurance Acquisition Corp - Class A",554006250,10.05
"USX","U.S. Xpress Enterprises Inc - Class A",553652139.32,11.02
"SIFY","Sify Technologies Ltd",552007600.76,3.04
"IMXI","International Money Express Inc",551917540.8,14.1
"GLOG","GasLog Ltd",551071604.97,5.79
"JIH","Juniper Industrial Holdings Inc - Class A",549843750,12.75
"MRNS","Marinus Pharmaceuticals Inc",549774253.8,15.03
"PSTX","Poseida Therapeutics Inc",549447645.24,8.84
"ACHL","Achilles Therapeutics Plc",546362550.95,13.45
"BCOV","Brightcove Inc",546323984.14,13.54
"AKBA","Akebia Therapeutics Inc",545992705.83,3.41
"CTMX","CytomX Therapeutics Inc",545443380.7,8.39
"FSP","Franklin Street Properties Corp",544153968.93,5.07
"CSTE","Caesarstone Ltd",543764903.84,15.79
"WTI","W & T Offshore Inc",542181173.7,3.81
"TG","Tredegar Corp",541533122.64,16.08
"KODK","Eastman Kodak Company",539318880.12,6.87
"HOOK","Hookipa Pharma Inc",539044171.2,18.08
"NLS","Nautilus Inc",538979383.8,17.55
"NBTX","Nanobiotix",538862709.3,15.65
"SWIR","Sierra Wireless Inc",538305753.3,14.7
"NDLS","Noodles & Company - Class A",536506080.6,11.8
"CCAP","Crescent Capital BDC Inc",535179840,19
"DTIL","Precision Biosciences Inc",535100305.32,9.39
"CRD-A","Crawford & Co. - Class A",533929716.32,10.01
"ADAG","Adagene Inc",531465732,12.6
"ITRN","Ituran Location and Control Ltd US",530779494.91,22.61
"CHS","Chico`s Fas Inc",530291727.97,4.43
"REVHU","Revolution Healthcare Acquisition Corp - Units (1 Ord Share Class A & 1/5 War)",530250000,10.1
"ASPN","Aspen Aerogels Inc",529299578.24,18.67
"SPPI","Spectrum Pharmaceuticals Inc",528825475.84,3.44
"MAXN","Maxeon Solar Technologies Ltd",526924298,15.5
"ALT","Altimmune Inc",526792331.68,14.18
"DMLP","Dorchester Minerals LP",526785767.06,15.19
"RMNI","Rimini Street Inc",526091220,6.17
"MIRM","Mirum Pharmaceuticals Inc",524711634.02,17.23
"SIGA","SIGA Technologies Inc",523327736.64,6.88
"CMLTU","CM Life Sciences III Inc - Units (1 Ord Class A & 1/5 War)",522500000,10.45
"ASLE","AerSale Corp",521833521.15,12.15
"IIJIY","Internet Initiative Japan Inc",521326008,24.089
"RMGCU","RMG Acquisition Corp III - Units (1 Ord Share Class A & 1/5 War)",521325000,9.93
"ORC","Orchid Island Capital Inc",520204389.6,5.51
"XBIT","XBiotech Inc",518419919.29,17.29
"ACTC","ArcLight Clean Transition Corp - Class A",517190625,14.91
"HCKT","Hackett Group Inc (The)",516266104.2,17.07
"JOAN","JOANN Inc",516215550.76,12.74
"HMTV","Hemisphere Media Group Inc - Class A",516046774.44,12.86
"RAPT","RAPT Therapeutics Inc",515435634.27,20.61
"FLY","Fly Leasing Ltd",515434876.79,16.91
"REVH","Revolution Healthcare Acquisition Corp - Class A",514500000,9.8
"IBCP","Independent Bank Corporation (Ionia MI)",513479497.43,23.57
"TALS","Talaris Therapeutics Inc",513399529.5,12.45
"ACND","Ascendant Digital Acquisition Corp - Class A",513360000,9.92
"FMAC","FirstMark Horizon Acquisition Corp - Class A",512842500,9.91
"NAT","Nordic American Tankers Ltd",511887858.56,3.38
"RMGC","RMG Acquisition Corp III - Class A",511875000,9.75
"EQD","Equity Distribution Acquisition Corp - Class A",511807500,9.89
"CLNN","Clene Inc",511743941.38,8.59
"HEC","Hudson Executive Investment Corp - Class A",510772500,9.87
"HBT","HBT Financial Inc",510384460.35,18.65
"IH","iHuman Inc",509781994.384,9.56
"ARLO","Arlo Technologies Inc",509596620.06,6.27
"RADA","Rada Electronic Industries",508952551.44,11.64
"VECT","VectivBio Holding AG",508518165.35,14.95
"BRY","Berry Corp",507772148.82,6.31
"NGAB","Northern Genesis Acquisition Corp II",507667500,9.81
"MAAC","Montes Archimedes Acquisition Corp - Class A",506723618.73,9.87
"WSBF","Waterstone Financial Inc",506664262.72,20.08
"NBRV","Nabriva Therapeutics Plc",506500737.6,1.43
"MGTA","Magenta Therapeutics Inc",505550853.6,10.4
"GMIIU","Gores Metropoulos II Inc - Units (1 Ord Share Class A & 1/5 War)",505500000,10.11
"VSTM","Verastem Inc",505442874.3,2.94
"MOTV","Motive Capital Corp - Class A",505080000,9.76
"SNRH","Senior Connect Acquisition Corp I - Class A",505080000,9.76
"DCRNU","Decarbonization Plus Acquisition Corp II - Units (1 Ord Share Class A & 1/3 War)",504131250,10.02
"AMAL","Amalgamated Financial Corp",503382131.76,16.14
"CCVI-U","Churchill Capital Corp VI - Units (1 Ord Share Class A & 1/5 War)",502000000,10.04
"RYAM","Rayonier Advanced Materials Inc",501783115.17,7.89
"NSTD-U","Northern Star Investment Corp IV - Units (1 Ord Share Class A & 1/6 War)",501500000,10.03
"SVAC","Starboard Value Acquisition Corp - Class A",500240228.4,9.9
"DGNU","Dragoneer Growth Opportunities Corp III - Class A",500000000,10
"AAQC-U","Accelerate Acquisition Corp - Units (1 Ord Share Class A & 1/3 War)",500000000,10
"TSPQ-U","TCW Special Purpose Acquisition Corp - Units (1 Ord Class A & 1/3 War)",500000000,10
"GSEVU","Gores Holdings VII Inc - Units (1 Ord Share Class A & 1/8 War)",500000000,10
"GTPBU","Gores Technology Partners II Inc - Units (1 Ord Share Class A & 1/5 War)",500000000,10
"NSTC-U","Northern Star Investment Corp III - Units (1 Ord Share Class A & 1/6 War)",499500000,9.99
"BFST","Business First Bancshares Inc",498814402.03,23.99
"CLSK","Cleanspark Inc",498700889.36,14.66
"VIOT","Viomi Technology Co Ltd",498025233.0432,7.38
"NGCAU","NextGen Acquisition Corp II - Units (1 Ord Share Class A & 1/5 War)",498000000,9.96
"SPNV","Supernova Partners Acquisition Company Inc - Class A",497590625,9.89
"ACQRU","Independence Holdings Corp - Units (1 Ord Share Class A & 1/5 War)",497500000,9.95
"BWB","Bridgewater Bancshares Inc",497285555.43,17.67
"MBAC-U","M3 Brigade Acquisition II Corp - Units (1 Ord Share Class A & 1/3 War)",497000000,9.94
"GTX","Garrett Motion Inc - New",496819325.76,6.53
"CTAQ","Carney Technology Acquisition Corp II - Class A",496761250,9.7
"STPC","Star Peak Corp II - Class A",496584375,9.87
"NSTD","Northern Star Investment Corp IV - Class A",496500000,9.93
"EPHY","Epiphany Technology Acquisition Corp - Class A",495791250,9.7
"NSTB","Northern Star Investment Corp II - Class A",495500000,9.91
"CDXC","Chromadex Corp",495228274.92,7.29
"STXS","Stereotaxis Inc",494920970.94,6.71
"MBI","MBIA Inc",494577383.3,9.1
"GMII","Gores Metropoulos II Inc - Class A",494500000,9.89
"VNTR","Venator Materials PLC",493384987.6,4.6
"CCVI","Churchill Capital Corp VI - Class A",492500000,9.85
"GSEV","Gores Holdings VII Inc - Class A",492500000,9.85
"FREE","Whole Earth Brands Inc - Class A",492245629.89,12.81
"BEDU","Bright Scholar Education Holdings Ltd",491867328.88,4.13
"IIAC","Investindustrial Acquisition Corp - Class A",491050000,9.76
"EZOO","Ezagoo Ltd",490623418.34,4.09
"CEIX","Consol Energy Inc",490411502.4,14.24
"MBAC","M3 Brigade Acquisition II Corp - Class A",490000000,9.8
"PACX","Pioneer Merger Corp - Class A",489037500,9.72
"PRPC-U","CC Neuberger Principal Holdings III - Units (1 Ord Share Class A & 1/5 War)",488475000,10.02
"GILT","Gilat Satellite Networks",488369218.02,8.79
"GTPB","Gores Technology Partners II Inc - Class A",488000000,9.76
"AAQC","Accelerate Acquisition Corp - Class A",487500000,9.75
"SPLP","Steel Partners Holdings LP",485550702,21.15
"IMPX","AEA-Bridges Impact Corp - Class A",485500000,9.71
"FMNB","Farmers National Banc Corp",485488957.1,17.15
"ATRO","Astronics Corp",485214363.99,15.69
"COOL","Corner Growth Acquisition Corp - Class A",485000000,9.7
"CURI","CuriosityStream Inc - Class A",484660723.58,9.22
"TNK","Teekay Tankers Ltd - Class A",484142352.05,14.35
"TSPQ","TCW Special Purpose Acquisition Corp - Class A",484005000,9.6801
"NPCE","NeuroPace Inc",483080471.28,21.72
"ASTI","Ascent Solar Technologies Inc",482488845.3399,0.0263
"CANF","Can-Fite Biopharma Ltd",482320241.52,2.05
"ZYXI","Zynex Inc",481580785.92,13.82
"KBAL","Kimball International Inc - Class B",481512534.58,13.09
"GHVI","Gores Holdings VI Inc - Class A",480843750,11.15
"CIO","City Office REIT Inc",480406085.19,11.07
"SOI","Solaris Oilfield Infrastructure Inc - Class A",479232335.16,10.49
"BVH","Bluegreen Vacations Holding Corporation - Class A",478978235.98,21.79
"BEST","BEST Inc",478867566.78,1.28
"CTOS","Custom Truck One Source Inc",478786774.22,9.74
"PRPC","CC Neuberger Principal Holdings III - Class A",478725000,9.82
"RGP","Resources Connection Inc",478559660.76,14.58
"NPTN","NeoPhotonics Corporation",478393074.28,9.32
"QD","Qudian Inc",478179824.22,1.95
"BTBT","Bit Digital Inc",478035690.6,9.95
"PFLT","PennantPark Floating Rate Capital Ltd",477671951.68,12.32
"CSWC","Capital Southwest Corp",477623065.92,24.04
"APTS","Preferred Apartment Communities Inc - Class A",475898690.5,9.5
"GMTX","Gemini Therapeutics Inc",475135237.2,11.05
"GFASY","Gafisa S.A.",475068239.58,1.65
"VKTX","Viking Therapeutics Inc",474849021.44,6.08
"SOLY","Soliton Inc",473500726.905,22.335
"CSTR","CapStar Financial Holdings Inc",472383360.44,21.38
"BNFT","Benefitfocus Inc",471498585.39,14.21
"CAMP","Calamp Corp",470835751.92,13.36
"LABP","Landos Biopharma Inc",468172368.66,11.67
"DGICA","Donegal Group Inc - Class A",467587933.5,15.15
"AHT","Ashford Hospitality Trust Inc",465056646.4,3.2
"MTEM","Molecular Templates Inc",464673616.74,8.29
"PRTH","Priority Technology Holdings Inc",463993304.88,6.86
"SSPK","Silver Spike Acquisition Corp - Class A",463728853,14.84
"NGAC","NextGen Acquisition Corp - Class A",463125000,9.88
"PLSE","Pulse Biosciences Inc",463056177.5,17.5
"NAAC","North Atlantic Acquisition Corp - Class A",461566875,9.73
"LEGH","Legacy Housing Corp",461544173.17,19.07
"TRUE","Truecar Inc",461425383.64,4.67
"KVSB","Khosla Ventures Acquisition Co II - Class A",461000000,10
"TPVG","TriplePoint Venture Growth BDC Corp",460974154.83,14.91
"NLTX","Neoleukin Therapeutics Inc",460721433.6,10.88
"VIEW","View Inc - Class A",459828000,7.23
"LHC","Leo Holdings Corp II - Class A",459375000,9.8
"GIGGU","Gigcapital4 Inc - Units (1 Ord Share & 1/3 War)",458577008,9.98
"GNUS","Genius Brands International Inc",456488920.16,1.52
"GERN","Geron Corp",455551536.44,1.43
"CDZI","Cadiz Inc",455514269.76,11.88
"GAIN","Gladstone Investment Corp",454908815.1,13.7
"FSNB-U","Fusion Acquisition Corp II - Units (1 Ord Share Class A & 1/3 War)",454881250,9.97
"BBCP","Concrete Pumping Holdings Inc - Class A",453448430.82,8.03
"RBB","RBB Bancorp",452705541.12,23.13
"UVE","Universal Insurance Holdings Inc",450758043.64,14.44
"CLMT","Calumet Specialty Products",450028218.64,5.72
"APXT","Apex Technology Acquisition Corp - Class A",449610400,10.09
"AKUS","Akouos Inc",448946400.15,13.05
"SMMT","Summit Therapeutics Inc",448576582.49,6.85
"TCVA","TCV Acquisition Corp - Class A",447947500,10.01
"ACIU","AC Immune SA",446727142.98,6.66
"GIG","Gigcapital4 Inc",445711120,9.7
"HIGA","H.I.G. Acquisition Corp - Class A",445377693.75,9.79
"VAPO","Vapotherm Inc",444124738.3,17.14
"FSNB","Fusion Acquisition Corp II - Class A",442562500,9.7
"RCEL","AVITA Medical Inc",441392236.64,17.62
"OYST","Oyster Point Pharma Inc",441102670.44,16.98
"SESN","Sesen Bio Inc",440149708.98,2.54
"CUE","Cue Biopharma Inc",439779774,14
"TTI","Tetra Technologies Inc",439258597.24,3.47
"FLMN","Falcon Minerals Corp - Class A",438803133.03,5.09
"ALTG","Alta Equipment Group Inc - Class A",438243681.15,14.85
"ADN","Advent Technologies Holdings Inc - Class A",438006496.5,9.5
"LHC-U","Leo Holdings Corp II - Units (1 Ord Share Class A & 1/4 War)",437937500,10.01
"APTO","Aptose Biosciences Inc",437600755.56,4.92
"TETCU","Tech and Energy Transition Corp - Units (1 Ord Share Class A & 1/3 War)",437500000,10
"BMEA","Biomea Fusion Inc",437376586.68,16.04
"DCRCU","Decarbonization Plus Acquisition Corp III - Units (1 Ord Share Class A & 1/3 War)",436625000,9.98
"BTAQ","Burgundy Technology Acquisition Corp - Class A",436572500,9.88
"POWW","AMMO Inc",435340087.86,6.34
"PCPC","Periphas Capital Partnering Corp - Class A",434963200,24.5
"PRVB","Provention Bio Inc",434750702.68,6.86
"THBR","Thunder Bridge Acquisition II Ltd - Class A",434700000,10.08
"MPAA","Motorcar Parts of America Inc",433911768.84,22.77
"ETNB","89bio Inc",433834765.5,21.75
"RICE","Rice Acquisition Corp - Class A",433612387,14.62
"CENHU","Centricus Acquisition Corp - Units (1 Ord Class A & 1/4 War)",432975000,10.04
"ATNX","Athenex Inc",432496237.5,4.625
"GRTS","Gritstone Bio Inc",432448908.12,8.79
"DSSI","Diamond S Shipping Inc",432334928.85,10.65
"FUSE","Fusion Acquisition Corp - Class A",431812500,9.87
"DZSI","DZS Inc",431759683.44,16.04
"LUXA","Lux Health Tech Acquisition Corp - Class A",431681250,10.01
"UWMC","UWM Holdings Corporation Class A",431375000,8.12
"ACII-U","Atlas Crest Investment Corp II - Units (1 Ord Share Class A & 1/4 War)",431250000,10
"REKR","Rekor Systems Inc",430442355,10.5
"SGTX","Sigilon Therapeutics Inc",430379763.45,13.65
"HT","Hersha Hospitality Trust",430064053.93,10.99
"KURIU","Alkuri Global Acquisition Corp - Units (1 Ord Share Class A & 1/4 War)",429956250,9.97
"SNPR","Tortoise Acquisition Corp II - Class A",429956250,9.97
"FCAC","Falcon Capital Acquisition Corp - Class A",429525000,9.96
"FAII","Fortress Value Acquisition Corp II - Class A",429093750,9.95
"TXMD","TherapeuticsMD Inc",428577100,1.09
"IGIC","International General Insurance Holdings Ltd",428416073.82,8.82
"MCBS","MetroCity Bankshares Inc",427796430.24,16.68
"DEH","D8 Holdings Corp - Class A",427368750,9.91
"SPFR","Jaws Spitfire Acquisition Corp - Class A",427368750,9.91
"AKTS","Akoustis Technologies Inc",427173165.12,8.48
"SPRQ","Spartan Acquisition Corp II - Class A",426937500,9.9
"CAP","Capitol Investment Corp V - Class A",426937500,9.9
